star_rating,review_body,sentiment,cleaned_text
5,I bought this radio for my wife. She listens to the radio all day both inside and outside both in the Boston suburbs and in Boothbay Maine. She has favorite stations so digital tuning and reception are very important. One of her favorite stations in the Boston area often had reception issues with her old radio in our suburb 20 miles from the tower. This radio pulls it in in Boothbay 150 miles away. No other radio she has tried including the car radio does anything like that. The other thing that she likes is the sound - very good for a portable radio. The option to use replaceable batteries or rechargeables is also a nice feature. To illustrate how much we like it I bought her a second one to keep in Boothbay so she doesn't have to pack it.,positive,bought radio wife listens radio day inside outside boston suburbs boothbay maine favorite stations digital tuning reception ar
5,great value !,positive,great value
5,I like it,positive,like
5,Needed it to convert my normal hdmi to micro hdmi for my laptop. Works well for my purposes.,positive,needed convert normal hdmi micro hdmi laptop works purposes
5,"Awesome earbuds. I've purchased these 3 times. Each pair lasting a little under a year which is fantastic considering the price. The sound quality is excellent and the volume toggle/microphone works well. I find the fit to be comfortable, especially because it comes with different sized rubber ring things to find your perfect fit. Will continue to purchase these as long as Sony makes them!",positive,awesome earbuds purchased 3 times pair lasting little year fantastic considering price sound quality excellent volume toggle microphone works w
4,"I received this product a LOT earlier than I expected and I was happy, but about a week into use 2 out of the 3 broke.... I emailed Monica and she helped me out though! Good Company, Cheap Headphones!",positive,received product lot earlier expected happy week use 2 3 broke emailed monica helped good company cheap headphones
3,It charges my phone in my mini cooper but i am not able to stream my samsumg music over my radio,neutral,charges phone mini cooper able stream samsumg music radio
5,Works great!,positive,works great
3,TWC substituted a signal booster for the two I had purchased...,neutral,twc substituted signal booster purchased
5,Great product! Authentic Samsung batteries at a good price. Fast shipping.,positive,great product authentic samsung batteries good price fast shipping
5,Was very satisfied with the merchandise and time I received it.,positive,satisfied merchandise time received
5,Exactly as expected.  Product description was spot on and the product functioned as well as it should have.  I would not hesitate to buy again.,positive,exactly expected   product description spot product functioned   hesitate buy
5,I love this little speaker.  It is plenty loud in my barn where I am milking goats.  It carries loud enough to be easily heard over livestock and farm noise.  It holds a charge well. It was easy to pair with my smart phone.  Great product excellent value for the price.,positive,love little speaker   plenty loud barn milking goats   carries loud easily heard livestock farm noise   holds charge easy pa
